ReservationID,GuestID,BookingTime,PartySize,Channel,TableID,Status,CheckInTime
R04404,G0929,10-02-2025 22:10,3,Phone,T11,Cancelled,NULL
R04405,G0806,11-05-2025 19:08,2,Kiosk,T17,Confirmed,11-05-2025 19:03
R04406,G1609,02-06-2025 13:02,5,Phone,T14,Confirmed,02-06-2025 12:55
R04407,G0947,16-05-2025 20:39,8,Phone,T18,Confirmed,16-05-2025 20:35
R04408,G1463,07-03-2025 13:08,4,Kiosk,T13,Confirmed,07-03-2025 13:02
R04409,G1954,21-05-2025 14:15,6,Kiosk,T03,Confirmed,21-05-2025 14:09
R04410,G0376,29-04-2025 16:09,3,Phone,T08,Confirmed,29-04-2025 16:04
R04411,G2410,24-02-2025 15:31,5,Phone,T13,Confirmed,24-02-2025 15:29
R04412,G0252,24-05-2025 15:10,8,Web,T10,Cancelled,NULL
R04413,G1640,01-04-2025 22:22,3,Web,T20,No-Show,NULL
R04414,G1904,16-03-2025 18:59,5,Kiosk,T15,No-Show,NULL
R04415,G2899,22-01-2025 16:40,1,Web,T13,Confirmed,22-01-2025 16:30
R04416,G0714,08-04-2025 16:16,8,Phone,T18,Confirmed,08-04-2025 16:12
R04417,G0621,11-01-2025 17:24,4,Web,T14,Confirmed,11-01-2025 17:15
R04418,G2913,01-03-2025 16:05,5,Kiosk,T11,No-Show,NULL
R04419,G2796,30-04-2025 22:12,8,Kiosk,T07,Confirmed,30-04-2025 22:07
R04420,G1153,19-04-2025 13:49,4,Phone,T10,Confirmed,19-04-2025 13:43
R04421,G1333,26-04-2025 19:42,4,App,T15,Confirmed,26-04-2025 19:33
R04422,G0812,25-03-2025 14:14,2,Kiosk,T20,Confirmed,25-03-2025 14:07
R04423,G1438,12-03-2025 14:14,4,Web,T07,No-Show,NULL
R04424,G0887,24-06-2025 12:44,4,Phone,T14,No-Show,NULL
R04425,G0310,06-04-2025 18:12,2,Phone,T14,Confirmed,06-04-2025 18:03
R04426,G2594,20-01-2025 13:09,6,App,T13,Cancelled,NULL
R04427,G0849,31-03-2025 19:08,1,Phone,T09,No-Show,NULL
R04428,G0520,27-02-2025 17:36,6,Web,T04,Confirmed,27-02-2025 17:28
R04429,G1669,03-05-2025 17:23,4,App,T11,Confirmed,03-05-2025 17:18
R04430,G1707,19-05-2025 13:50,4,Web,T06,Confirmed,19-05-2025 13:44
R04431,G0927,02-05-2025 22:41,1,Web,T20,Confirmed,02-05-2025 22:38
R04432,G0122,11-03-2025 11:49,1,Web,T06,Cancelled,NULL
R04433,G0017,15-05-2025 11:14,7,Web,T12,Confirmed,15-05-2025 11:13
R04434,G2587,28-06-2025 22:53,5,Kiosk,T16,No-Show,NULL
R04435,G2757,19-04-2025 15:27,4,Web,T16,No-Show,NULL
R04436,G1636,10-03-2025 21:31,5,Web,T11,Confirmed,10-03-2025 21:23
R04437,G1050,21-05-2025 13:49,7,Phone,T04,No-Show,NULL
R04438,G1514,13-06-2025 15:04,3,App,T19,Confirmed,13-06-2025 15:02
R04439,G0574,29-01-2025 13:30,5,App,T02,Confirmed,29-01-2025 13:21
R04440,G1405,18-02-2025 20:53,8,App,T19,Confirmed,18-02-2025 20:53
R04441,G1198,02-01-2025 21:28,1,Web,T16,Cancelled,NULL
R04442,G0731,14-02-2025 16:40,1,Kiosk,T06,Confirmed,14-02-2025 16:38
R04443,G0199,09-01-2025 18:38,6,Web,T19,No-Show,NULL
R04444,G2580,14-04-2025 22:32,1,Phone,T08,Cancelled,NULL
R04445,G2411,04-03-2025 22:57,7,Kiosk,T11,Confirmed,04-03-2025 22:57
R04446,G1596,18-02-2025 12:30,2,Web,T17,No-Show,NULL
R04447,G2994,19-03-2025 12:38,2,Web,T04,Confirmed,19-03-2025 12:29
R04448,G0881,26-04-2025 19:36,7,Phone,T15,No-Show,NULL
R04449,G0786,23-04-2025 17:22,7,Web,T20,Confirmed,23-04-2025 17:22
R04450,G0339,25-05-2025 21:04,1,Kiosk,T11,Confirmed,25-05-2025 20:55
R04451,G2006,10-05-2025 17:24,7,Phone,T05,Cancelled,NULL
R04452,G2804,25-04-2025 11:47,2,Kiosk,T07,Confirmed,25-04-2025 11:43
R04453,G1674,06-04-2025 16:19,4,Kiosk,T10,Confirmed,06-04-2025 16:16
R04454,G0099,07-06-2025 11:42,3,Kiosk,T09,Confirmed,07-06-2025 11:36
R04455,G0410,07-03-2025 21:28,6,Kiosk,T17,Confirmed,07-03-2025 21:25
R04456,G2658,19-05-2025 11:44,8,Web,T02,Confirmed,19-05-2025 11:44
R04457,G2023,10-06-2025 12:42,2,Web,T09,Confirmed,10-06-2025 12:33
R04458,G1180,19-01-2025 14:33,2,App,T20,Confirmed,19-01-2025 14:31
R04459,G0722,06-01-2025 21:54,3,Web,T14,Confirmed,06-01-2025 21:51
R04460,G1733,14-04-2025 20:59,2,App,T18,Confirmed,14-04-2025 20:52
R04461,G1978,12-04-2025 12:39,3,Phone,T02,Confirmed,12-04-2025 12:39
R04462,G2634,07-03-2025 16:48,7,Kiosk,T03,Confirmed,07-03-2025 16:41
R04463,G0300,04-04-2025 12:23,7,Kiosk,T04,Confirmed,04-04-2025 12:17
R04464,G2596,08-03-2025 19:10,5,Web,T03,Confirmed,08-03-2025 19:07
R04465,G0823,20-05-2025 12:36,4,App,T19,Cancelled,NULL
R04466,G1862,15-06-2025 21:45,2,Phone,T04,Confirmed,15-06-2025 21:44
R04467,G0550,07-04-2025 17:15,8,Web,T11,Confirmed,07-04-2025 17:11
R04468,G1083,20-01-2025 12:30,2,Phone,T19,Confirmed,20-01-2025 12:30
R04469,G1055,16-03-2025 22:54,4,Web,T10,Confirmed,16-03-2025 22:52
R04470,G2706,31-05-2025 18:21,5,App,T19,Confirmed,31-05-2025 18:13
R04471,G2306,29-01-2025 20:46,8,App,T05,Confirmed,29-01-2025 20:42
R04472,G0193,19-03-2025 22:46,7,Kiosk,T15,No-Show,NULL
R04473,G2822,06-04-2025 10:04,4,App,T13,Confirmed,06-04-2025 09:57
R04474,G2856,30-05-2025 18:24,1,App,T08,Confirmed,30-05-2025 18:15
R04475,G0526,29-04-2025 16:22,3,App,T08,Confirmed,29-04-2025 16:12
R04476,G1768,30-06-2025 10:13,4,Phone,T12,No-Show,NULL
R04477,G2926,27-04-2025 22:41,7,Kiosk,T01,Cancelled,NULL
R04478,G0558,17-02-2025 11:15,4,Web,T05,Cancelled,NULL
R04479,G1575,03-04-2025 20:12,6,Web,T19,Cancelled,NULL
R04480,G2189,12-05-2025 18:57,4,Web,T12,No-Show,NULL
R04481,G1901,02-04-2025 18:49,7,Phone,T16,Cancelled,NULL
R04482,G0446,28-01-2025 13:12,1,Kiosk,T18,No-Show,NULL
R04483,G0855,21-01-2025 20:51,7,Web,T02,Confirmed,21-01-2025 20:41
R04484,G2586,12-03-2025 15:42,4,Web,T09,Cancelled,NULL
R04485,G2169,08-01-2025 10:29,7,Phone,T16,Confirmed,08-01-2025 10:19
R04486,G2335,19-01-2025 22:36,3,App,T07,Confirmed,19-01-2025 22:34
R04487,G2664,12-03-2025 16:02,7,App,T01,Confirmed,12-03-2025 15:58
R04488,G1858,19-02-2025 21:03,4,Phone,T14,No-Show,NULL
R04489,G0307,11-06-2025 15:46,3,Web,T12,Cancelled,NULL
R04490,G2078,17-04-2025 21:48,1,Web,T14,Confirmed,17-04-2025 21:47
R04491,G2911,27-02-2025 15:49,4,Web,T15,Confirmed,27-02-2025 15:40
R04492,G0498,05-05-2025 19:20,1,Web,T15,Confirmed,05-05-2025 19:13
R04493,G1333,10-05-2025 16:40,1,App,T11,Confirmed,10-05-2025 16:34
R04494,G0392,29-03-2025 10:08,6,Kiosk,T10,No-Show,NULL
R04495,G0035,12-01-2025 14:18,2,Web,T10,Confirmed,12-01-2025 14:12
R04496,G0615,05-03-2025 10:57,6,App,T05,Confirmed,05-03-2025 10:50
R04497,G0967,19-03-2025 16:37,3,Phone,T07,No-Show,NULL
R04498,G2942,13-04-2025 12:40,2,Phone,T18,Confirmed,13-04-2025 12:34
R04499,G0485,08-04-2025 14:14,6,Phone,T20,Cancelled,NULL
R04500,G2694,24-02-2025 22:51,4,Web,T04,Confirmed,24-02-2025 22:50
R04501,G1097,17-01-2025 20:12,3,App,T18,Confirmed,17-01-2025 20:05
R04502,G0430,04-02-2025 14:59,8,Web,T04,Confirmed,04-02-2025 14:57
R04503,G1531,04-03-2025 19:17,3,Web,T18,Confirmed,04-03-2025 19:09
R04504,G2292,27-02-2025 22:21,5,Web,T11,Cancelled,NULL
R04505,G2411,17-06-2025 18:42,6,Phone,T03,Confirmed,17-06-2025 18:40
R04506,G2004,27-03-2025 17:54,2,Phone,T04,Confirmed,27-03-2025 17:51
R04507,G2785,17-05-2025 22:47,1,App,T19,Confirmed,17-05-2025 22:40
R04508,G0359,17-06-2025 22:27,6,Kiosk,T04,Cancelled,NULL
R04509,G0943,17-05-2025 10:35,5,Kiosk,T15,Cancelled,NULL
R04510,G2567,08-02-2025 19:37,7,Kiosk,T08,Confirmed,08-02-2025 19:33
R04511,G2148,14-01-2025 20:04,1,Kiosk,T14,Confirmed,14-01-2025 20:04
R04512,G2155,26-04-2025 20:10,2,App,T08,Cancelled,NULL
R04513,G2936,03-04-2025 20:40,8,Kiosk,T18,No-Show,NULL
R04514,G0764,21-04-2025 17:54,5,Phone,T07,Confirmed,21-04-2025 17:51
R04515,G2925,21-06-2025 15:51,5,App,T03,Confirmed,21-06-2025 15:51
R04516,G1887,09-05-2025 22:05,4,App,T15,Confirmed,09-05-2025 21:55
R04517,G2066,09-01-2025 12:06,7,Web,T06,Cancelled,NULL
R04518,G2463,23-05-2025 18:56,5,App,T10,Cancelled,NULL
R04519,G2697,19-02-2025 11:16,6,Phone,T15,Confirmed,19-02-2025 11:10
R04520,G1019,02-03-2025 17:49,8,App,T18,Confirmed,02-03-2025 17:42
R04521,G2879,18-02-2025 10:14,6,Web,T11,Cancelled,NULL
R04522,G2928,09-06-2025 16:23,8,Phone,T16,Confirmed,09-06-2025 16:21
R04523,G2413,04-03-2025 16:30,3,App,T14,Confirmed,04-03-2025 16:24
R04524,G1022,02-04-2025 21:18,3,Phone,T03,Cancelled,NULL
R04525,G2824,05-01-2025 12:53,1,Phone,T12,Cancelled,NULL
R04526,G0241,15-06-2025 12:07,1,App,T01,Confirmed,15-06-2025 11:59
R04527,G1989,08-04-2025 18:53,5,App,T18,Confirmed,08-04-2025 18:52
R04528,G0908,20-05-2025 16:07,6,App,T08,Confirmed,20-05-2025 15:58
R04529,G2272,15-04-2025 12:08,1,App,T14,Confirmed,15-04-2025 12:01
R04530,G2834,14-06-2025 17:33,4,Phone,T04,Confirmed,14-06-2025 17:31
R04531,G2040,10-04-2025 11:24,2,Kiosk,T16,Confirmed,10-04-2025 11:21
R04532,G1765,12-05-2025 14:15,8,Web,T01,Confirmed,12-05-2025 14:06
R04533,G1860,13-04-2025 20:42,3,Kiosk,T08,Confirmed,13-04-2025 20:37
R04534,G0820,05-04-2025 13:02,3,Web,T02,Confirmed,05-04-2025 12:58
R04535,G1970,24-05-2025 21:40,1,Kiosk,T09,No-Show,NULL
R04536,G1696,26-06-2025 11:19,1,Kiosk,T13,Confirmed,26-06-2025 11:17
R04537,G1622,04-01-2025 15:55,1,Kiosk,T07,Confirmed,04-01-2025 15:55
R04538,G0619,22-03-2025 20:29,6,App,T15,Confirmed,22-03-2025 20:29
R04539,G2257,08-01-2025 19:07,6,Web,T15,Confirmed,08-01-2025 18:58
R04540,G2518,21-02-2025 18:05,7,Kiosk,T19,No-Show,NULL
R04541,G2741,14-02-2025 14:43,1,Web,T15,Confirmed,14-02-2025 14:36
R04542,G0397,18-03-2025 15:14,5,Web,T20,No-Show,NULL
R04543,G2692,23-06-2025 13:41,8,Web,T14,Confirmed,23-06-2025 13:33
R04544,G1660,16-02-2025 10:48,8,Phone,T14,Confirmed,16-02-2025 10:43
R04545,G0885,08-02-2025 18:32,4,Phone,T18,Cancelled,NULL
R04546,G2938,20-01-2025 14:18,1,Kiosk,T08,Confirmed,20-01-2025 14:09
R04547,G2720,04-03-2025 20:47,1,Kiosk,T20,No-Show,NULL
R04548,G2088,16-03-2025 21:45,5,App,T19,Confirmed,16-03-2025 21:39
R04549,G2959,03-06-2025 11:45,7,Phone,T12,Confirmed,03-06-2025 11:40
R04550,G1327,27-01-2025 10:21,8,Phone,T06,Confirmed,27-01-2025 10:20
R04551,G1187,30-01-2025 19:14,3,App,T10,No-Show,NULL
R04552,G0041,09-05-2025 18:45,4,Kiosk,T06,Confirmed,09-05-2025 18:36
R04553,G1849,01-01-2025 13:20,8,Phone,T01,Confirmed,01-01-2025 13:16
R04554,G2560,23-01-2025 20:05,2,Web,T02,No-Show,NULL
R04555,G0126,21-04-2025 16:09,1,Kiosk,T05,Confirmed,21-04-2025 16:09
R04556,G2177,22-03-2025 19:56,1,Phone,T19,Confirmed,22-03-2025 19:48
R04557,G2724,13-06-2025 12:30,2,Phone,T11,Confirmed,13-06-2025 12:24
R04558,G2934,25-03-2025 21:43,6,Phone,T05,Confirmed,25-03-2025 21:42
R04559,G0770,10-05-2025 11:23,2,Web,T14,Confirmed,10-05-2025 11:21
R04560,G2556,07-05-2025 22:28,1,Phone,T08,Cancelled,NULL
R04561,G1472,07-03-2025 20:34,7,Web,T06,Confirmed,07-03-2025 20:26
R04562,G2535,21-02-2025 20:05,5,Phone,T05,Confirmed,21-02-2025 20:00
R04563,G2967,05-03-2025 13:26,1,Web,T19,Confirmed,05-03-2025 13:17
R04564,G2159,12-05-2025 12:02,7,Kiosk,T15,Confirmed,12-05-2025 11:56
R04565,G0571,21-04-2025 22:11,5,Kiosk,T03,Confirmed,21-04-2025 22:05
R04566,G1697,11-02-2025 19:14,4,App,T04,No-Show,NULL
R04567,G1997,30-06-2025 19:15,6,Phone,T06,Confirmed,30-06-2025 19:08
R04568,G0047,02-03-2025 19:16,3,App,T13,No-Show,NULL
R04569,G2922,23-05-2025 12:02,4,Kiosk,T08,Confirmed,23-05-2025 11:56
R04570,G1339,21-03-2025 13:29,1,App,T08,Confirmed,21-03-2025 13:24
R04571,G2130,09-06-2025 18:34,7,Kiosk,T19,Confirmed,09-06-2025 18:28
R04572,G0190,03-05-2025 14:23,4,App,T14,Confirmed,03-05-2025 14:15
R04573,G2961,28-02-2025 10:01,3,App,T13,Confirmed,28-02-2025 09:54
R04574,G0961,12-03-2025 11:15,4,Kiosk,T10,Confirmed,12-03-2025 11:11
R04575,G1840,13-05-2025 16:06,6,Phone,T12,No-Show,NULL
R04576,G2160,16-03-2025 14:20,4,Phone,T17,Cancelled,NULL
R04577,G1994,02-06-2025 11:44,2,Web,T09,Confirmed,02-06-2025 11:43
R04578,G1253,26-01-2025 19:12,2,Phone,T03,Cancelled,NULL
R04579,G2871,22-02-2025 16:52,4,Kiosk,T01,Confirmed,22-02-2025 16:51
R04580,G2653,05-04-2025 22:40,1,Kiosk,T09,Confirmed,05-04-2025 22:34
R04581,G2895,09-01-2025 20:06,6,Phone,T03,Confirmed,09-01-2025 20:02
R04582,G0032,28-01-2025 20:39,5,Web,T03,No-Show,NULL
R04583,G2254,05-02-2025 22:23,5,Kiosk,T17,Confirmed,05-02-2025 22:16
R04584,G0389,13-01-2025 19:04,4,Phone,T20,No-Show,NULL
R04585,G0192,16-06-2025 15:17,6,App,T18,Confirmed,16-06-2025 15:12
R04586,G1513,07-06-2025 17:23,8,Phone,T05,Cancelled,NULL
R04587,G0994,20-06-2025 22:34,7,Kiosk,T06,Confirmed,20-06-2025 22:34
R04588,G1690,18-01-2025 12:07,8,Web,T01,No-Show,NULL
R04589,G2833,07-02-2025 11:11,2,Web,T20,Confirmed,07-02-2025 11:02
R04590,G0303,30-01-2025 17:23,1,Kiosk,T03,Confirmed,30-01-2025 17:22
R04591,G2410,28-04-2025 17:39,7,Phone,T14,Confirmed,28-04-2025 17:37
R04592,G2465,21-06-2025 13:11,5,App,T01,No-Show,NULL
R04593,G0912,25-02-2025 14:14,7,Phone,T10,Confirmed,25-02-2025 14:12
R04594,G0938,03-04-2025 21:51,1,App,T12,Confirmed,03-04-2025 21:44
R04595,G0403,07-03-2025 21:36,7,Phone,T15,Confirmed,07-03-2025 21:29
R04596,G0730,13-05-2025 18:05,4,Web,T03,Confirmed,13-05-2025 18:01
R04597,G2377,11-01-2025 11:25,1,Web,T06,Confirmed,11-01-2025 11:25
R04598,G2919,27-02-2025 20:57,2,App,T08,No-Show,NULL
R04599,G2533,13-01-2025 13:37,3,Web,T06,Cancelled,NULL
R04600,G2648,20-05-2025 22:35,4,Phone,T03,No-Show,NULL
R04601,G0203,19-02-2025 21:37,1,Phone,T15,Cancelled,NULL
R04602,G0202,09-04-2025 17:05,6,Kiosk,T01,Confirmed,09-04-2025 17:01
R04603,G2443,21-04-2025 20:22,6,Phone,T13,Confirmed,21-04-2025 20:17
R04604,G2768,30-06-2025 21:10,2,Web,T04,Cancelled,NULL
R04605,G2354,06-05-2025 10:56,2,App,T12,No-Show,NULL
R04606,G1500,15-01-2025 10:35,1,App,T18,Confirmed,15-01-2025 10:31
R04607,G0293,18-05-2025 16:29,3,Web,T01,Cancelled,NULL
R04608,G1421,16-03-2025 20:05,2,Kiosk,T03,Confirmed,16-03-2025 20:04
R04609,G0340,19-01-2025 22:34,6,Phone,T13,Confirmed,19-01-2025 22:30
R04610,G2747,24-05-2025 14:21,2,Kiosk,T10,Confirmed,24-05-2025 14:12
R04611,G2629,21-01-2025 12:51,1,Kiosk,T05,Confirmed,21-01-2025 12:49
R04612,G0771,09-01-2025 14:18,5,App,T03,No-Show,NULL
R04613,G2549,13-06-2025 20:13,6,Web,T03,Confirmed,13-06-2025 20:08
R04614,G1776,10-03-2025 17:15,2,App,T10,Confirmed,10-03-2025 17:11
R04615,G2083,14-03-2025 16:48,2,Kiosk,T09,No-Show,NULL
R04616,G2836,21-04-2025 20:35,5,Web,T19,Confirmed,21-04-2025 20:26
R04617,G1405,05-05-2025 14:45,1,App,T03,Cancelled,NULL
R04618,G0329,20-02-2025 10:29,4,Phone,T01,Confirmed,20-02-2025 10:28
R04619,G1788,26-02-2025 15:05,8,Web,T08,Cancelled,NULL
R04620,G2376,17-02-2025 11:16,4,Phone,T09,Confirmed,17-02-2025 11:14
R04621,G2716,08-04-2025 17:55,4,Web,T16,Confirmed,08-04-2025 17:54
R04622,G1634,07-03-2025 10:04,4,Kiosk,T16,Confirmed,07-03-2025 10:01
R04623,G2057,25-05-2025 21:57,5,App,T04,Confirmed,25-05-2025 21:57
R04624,G0632,13-01-2025 12:10,6,App,T12,Confirmed,13-01-2025 12:02
R04625,G2523,12-01-2025 11:35,3,Web,T09,Confirmed,12-01-2025 11:25
R04626,G0784,28-04-2025 20:19,7,App,T04,Confirmed,28-04-2025 20:19
R04627,G2986,01-03-2025 10:18,2,App,T20,Confirmed,01-03-2025 10:13
R04628,G0062,19-01-2025 19:28,7,App,T12,No-Show,NULL
R04629,G1077,16-06-2025 11:27,1,Kiosk,T01,Confirmed,16-06-2025 11:21
R04630,G0760,10-06-2025 14:50,8,Phone,T05,No-Show,NULL
R04631,G1487,23-06-2025 17:49,1,Web,T07,Confirmed,23-06-2025 17:49
R04632,G3000,27-05-2025 21:14,3,Web,T13,Confirmed,27-05-2025 21:12
R04633,G2933,18-04-2025 20:49,3,Phone,T16,Confirmed,18-04-2025 20:45
R04634,G2716,24-03-2025 20:26,7,App,T04,Confirmed,24-03-2025 20:22
R04635,G1093,27-03-2025 15:05,7,Web,T02,Confirmed,27-03-2025 14:57
R04636,G1736,05-02-2025 13:33,7,Phone,T14,No-Show,NULL
R04637,G1608,27-05-2025 21:40,4,Kiosk,T14,Confirmed,27-05-2025 21:35
R04638,G1511,23-06-2025 15:22,1,App,T11,Confirmed,23-06-2025 15:18
R04639,G2141,14-01-2025 21:31,5,App,T08,Confirmed,14-01-2025 21:23
R04640,G2558,11-04-2025 22:38,3,Web,T15,Confirmed,11-04-2025 22:30
R04641,G0893,10-06-2025 20:35,8,App,T01,Confirmed,10-06-2025 20:33
R04642,G1143,06-03-2025 16:42,6,Phone,T14,Cancelled,NULL
R04643,G0118,07-02-2025 17:59,1,Kiosk,T12,Cancelled,NULL
R04644,G0568,30-05-2025 15:02,6,Phone,T18,Confirmed,30-05-2025 14:53
R04645,G1339,23-03-2025 20:46,6,Phone,T19,Confirmed,23-03-2025 20:41
R04646,G0340,03-05-2025 13:53,2,Phone,T06,Confirmed,03-05-2025 13:51
R04647,G1934,26-06-2025 17:47,1,App,T06,No-Show,NULL
R04648,G1751,24-01-2025 11:38,2,Phone,T06,Confirmed,24-01-2025 11:31
R04649,G1516,10-04-2025 12:55,6,Kiosk,T01,Confirmed,10-04-2025 12:55
R04650,G0782,05-06-2025 15:30,3,App,T06,No-Show,NULL
R04651,G0163,09-02-2025 19:28,5,Kiosk,T08,Confirmed,09-02-2025 19:25
R04652,G2828,11-04-2025 20:40,8,Phone,T03,Confirmed,11-04-2025 20:36
R04653,G0676,07-05-2025 13:13,1,Phone,T18,Confirmed,07-05-2025 13:05
R04654,G2879,19-05-2025 17:22,1,Web,T05,Confirmed,19-05-2025 17:12
R04655,G0463,26-03-2025 13:24,6,App,T15,Confirmed,26-03-2025 13:24
R04656,G1344,09-03-2025 10:24,5,Web,T16,No-Show,NULL
R04657,G2401,24-04-2025 12:12,3,Kiosk,T13,Cancelled,NULL
R04658,G1202,11-04-2025 20:37,1,Web,T09,No-Show,NULL
R04659,G2820,22-04-2025 17:04,6,Web,T07,Confirmed,22-04-2025 17:01
R04660,G0069,16-06-2025 11:26,4,Phone,T19,Confirmed,16-06-2025 11:23
R04661,G2981,17-04-2025 14:32,8,Phone,T07,Confirmed,17-04-2025 14:27
R04662,G1808,14-01-2025 16:56,2,App,T04,Cancelled,NULL
R04663,G0819,09-01-2025 20:08,8,Kiosk,T17,Confirmed,09-01-2025 20:03
R04664,G0150,06-05-2025 17:06,7,Web,T18,Confirmed,06-05-2025 16:56
R04665,G0777,02-01-2025 15:16,8,App,T20,Confirmed,02-01-2025 15:08
R04666,G2105,08-03-2025 15:09,1,Kiosk,T17,Confirmed,08-03-2025 15:01
R04667,G2953,08-01-2025 10:46,4,Phone,T12,Confirmed,08-01-2025 10:43
R04668,G0712,10-06-2025 19:48,5,App,T10,Confirmed,10-06-2025 19:43
R04669,G1926,07-06-2025 14:46,6,Phone,T02,Confirmed,07-06-2025 14:40
R04670,G0874,19-03-2025 12:39,2,Phone,T02,Confirmed,19-03-2025 12:29
R04671,G0382,15-03-2025 10:34,2,Phone,T02,Confirmed,15-03-2025 10:29
R04672,G1286,24-02-2025 22:00,1,Phone,T02,Confirmed,24-02-2025 21:55
R04673,G0562,25-06-2025 11:13,3,Phone,T03,Cancelled,NULL
R04674,G1858,07-05-2025 17:42,3,Web,T04,Confirmed,07-05-2025 17:38
R04675,G0411,03-06-2025 20:58,4,Web,T04,Confirmed,03-06-2025 20:53
R04676,G2479,28-02-2025 11:35,6,App,T05,Confirmed,28-02-2025 11:28
R04677,G2500,17-03-2025 10:27,6,App,T15,Confirmed,17-03-2025 10:18
R04678,G0379,19-03-2025 13:29,6,Kiosk,T07,Confirmed,19-03-2025 13:23
R04679,G1132,08-06-2025 17:32,4,Web,T15,Confirmed,08-06-2025 17:22
R04680,G2104,20-02-2025 19:49,2,App,T05,Confirmed,20-02-2025 19:42
R04681,G0694,04-01-2025 18:19,2,App,T04,No-Show,NULL
R04682,G0693,15-01-2025 15:15,6,Web,T10,Confirmed,15-01-2025 15:06
R04683,G0146,03-06-2025 13:35,8,Kiosk,T09,Confirmed,03-06-2025 13:27
R04684,G1077,21-03-2025 19:04,7,App,T18,No-Show,NULL
R04685,G0831,30-04-2025 20:20,1,Phone,T12,Confirmed,30-04-2025 20:14
R04686,G1395,05-04-2025 16:49,7,Phone,T03,Confirmed,05-04-2025 16:49
R04687,G1636,10-06-2025 15:12,3,Kiosk,T15,Confirmed,10-06-2025 15:11
R04688,G1687,04-04-2025 15:54,6,Kiosk,T16,No-Show,NULL
R04689,G1687,10-02-2025 18:28,3,App,T05,No-Show,NULL
R04690,G1750,09-02-2025 17:49,4,Phone,T19,Confirmed,09-02-2025 17:47
R04691,G0794,25-03-2025 13:57,7,Web,T13,Confirmed,25-03-2025 13:48
R04692,G2454,23-01-2025 18:21,6,App,T10,Confirmed,23-01-2025 18:19
R04693,G1215,27-04-2025 22:55,2,Phone,T15,Confirmed,27-04-2025 22:54
R04694,G2372,16-04-2025 18:06,6,App,T18,Confirmed,16-04-2025 18:04
R04695,G1240,23-05-2025 18:56,8,Kiosk,T12,Confirmed,23-05-2025 18:54
R04696,G1212,05-03-2025 11:25,1,Phone,T16,Confirmed,05-03-2025 11:19
R04697,G2262,15-06-2025 13:58,4,Phone,T14,No-Show,NULL
R04698,G0815,04-01-2025 14:49,3,Kiosk,T18,Confirmed,04-01-2025 14:49
R04699,G2607,07-02-2025 20:25,8,Phone,T05,No-Show,NULL
R04700,G2499,03-03-2025 20:45,2,App,T19,Confirmed,03-03-2025 20:41
R04701,G2635,13-02-2025 10:17,1,Web,T09,Confirmed,13-02-2025 10:13
R04702,G2322,09-06-2025 19:33,5,Kiosk,T03,Confirmed,09-06-2025 19:29
R04703,G2897,14-04-2025 13:31,3,Phone,T06,Confirmed,14-04-2025 13:26
R04704,G1515,01-05-2025 17:27,3,Web,T20,Confirmed,01-05-2025 17:25
R04705,G0815,12-05-2025 21:04,3,Phone,T01,No-Show,NULL
R04706,G2039,09-01-2025 21:55,3,Web,T16,Confirmed,09-01-2025 21:49
R04707,G2869,10-05-2025 22:50,1,Kiosk,T13,Confirmed,10-05-2025 22:42
R04708,G1934,09-03-2025 16:08,5,Kiosk,T07,Confirmed,09-03-2025 16:08
R04709,G1959,03-05-2025 18:39,3,Phone,T11,Confirmed,03-05-2025 18:31
R04710,G2204,14-03-2025 14:53,8,Web,T17,Confirmed,14-03-2025 14:46
R04711,G2090,09-02-2025 22:04,3,Kiosk,T18,Confirmed,09-02-2025 21:58
R04712,G2100,03-01-2025 19:52,2,App,T01,Confirmed,03-01-2025 19:52
R04713,G1136,17-02-2025 21:23,6,Kiosk,T19,Confirmed,17-02-2025 21:16
R04714,G2566,29-04-2025 15:45,4,Phone,T05,Confirmed,29-04-2025 15:38
R04715,G1183,27-03-2025 12:24,1,Web,T08,Cancelled,NULL
R04716,G0680,14-05-2025 13:27,2,Web,T09,Confirmed,14-05-2025 13:25
R04717,G0796,28-01-2025 11:58,6,App,T10,Confirmed,28-01-2025 11:53
R04718,G0362,22-06-2025 11:23,6,App,T13,Confirmed,22-06-2025 11:21
R04719,G1174,10-02-2025 19:50,8,Web,T17,Confirmed,10-02-2025 19:50
R04720,G2592,13-06-2025 14:21,7,Web,T12,Cancelled,NULL
R04721,G1255,11-02-2025 10:10,1,App,T09,No-Show,NULL
R04722,G2443,18-05-2025 19:58,3,Phone,T18,Confirmed,18-05-2025 19:49
R04723,G2890,24-05-2025 18:03,6,App,T18,Confirmed,24-05-2025 17:56
R04724,G1826,25-04-2025 12:47,4,App,T08,Confirmed,25-04-2025 12:41
R04725,G0256,09-04-2025 21:36,8,Kiosk,T03,Confirmed,09-04-2025 21:30
R04726,G0461,15-03-2025 10:22,7,App,T01,Cancelled,NULL
R04727,G1130,08-05-2025 17:53,7,Phone,T03,Confirmed,08-05-2025 17:45
R04728,G0107,19-01-2025 13:42,7,Phone,T18,Confirmed,19-01-2025 13:35
R04729,G2212,05-04-2025 11:28,1,Kiosk,T11,No-Show,NULL
R04730,G2841,21-01-2025 21:24,4,Web,T04,Confirmed,21-01-2025 21:15
R04731,G1122,13-03-2025 22:00,5,Kiosk,T17,No-Show,NULL
