ReservationID,GuestID,BookingTime,PartySize,Channel,TableID,Status,CheckInTime
R4711,G4711,11-07-2025 19:35,1,Phone,T19,Confirmed,11-07-2025 19:29
R4712,G4712,11-07-2025 19:02,8,App,T14,No-Show,
R4713,G4713,11-07-2025 18:39,1,Web,T13,Confirmed,11-07-2025 18:36
R4714,G4714,11-07-2025 21:11,3,Web,T09,Confirmed,11-07-2025 21:02
R4715,G4715,11-07-2025 18:41,6,Phone,T08,No-Show,
R4716,G4716,11-07-2025 20:13,1,Web,T15,No-Show,
R4717,G4717,11-07-2025 18:48,3,Phone,T13,Confirmed,11-07-2025 18:43
R4718,G4718,11-07-2025 19:47,2,Kiosk,T04,Confirmed,11-07-2025 19:39
R4719,G4719,11-07-2025 22:00,2,App,T07,Confirmed,11-07-2025 21:57
R4720,G4720,11-07-2025 18:11,7,Phone,T12,Confirmed,11-07-2025 18:02
R4721,G4721,11-07-2025 21:16,1,Phone,T10,Confirmed,11-07-2025 21:11
R4722,G4722,11-07-2025 19:38,7,Phone,T08,Confirmed,11-07-2025 19:35
R4723,G4723,11-07-2025 18:29,5,Web,T10,No-Show,
R4724,G4724,11-07-2025 20:04,8,Web,T05,Confirmed,11-07-2025 19:55
R4725,G4725,11-07-2025 19:22,1,Phone,T15,Confirmed,11-07-2025 19:21
R4726,G4726,11-07-2025 21:40,3,App,T18,No-Show,
R4727,G4727,11-07-2025 21:57,3,Web,T18,Cancelled,
R4728,G4728,11-07-2025 20:25,4,App,T16,Confirmed,11-07-2025 20:21
R4729,G4729,11-07-2025 21:25,2,Web,T20,Confirmed,11-07-2025 21:20
R4730,G4730,11-07-2025 20:47,8,App,T05,Confirmed,11-07-2025 20:40
R4731,G4731,11-07-2025 19:12,1,Phone,T15,Confirmed,11-07-2025 19:08
R4732,G4732,11-07-2025 18:57,1,Web,T04,Confirmed,11-07-2025 18:51
R4733,G4733,11-07-2025 21:33,3,App,T15,Confirmed,11-07-2025 21:33
R4734,G4734,11-07-2025 19:46,9,Kiosk,T06,No-Show,
R4735,G4735,11-07-2025 20:11,1,Web,T01,No-Show,
R4736,G4736,11-07-2025 21:53,9,App,T08,Confirmed,11-07-2025 21:52
R4737,G4737,11-07-2025 21:37,9,Web,T02,Confirmed,11-07-2025 21:34
R4738,G4738,11-07-2025 18:06,4,App,T06,No-Show,
R4739,G4739,11-07-2025 20:11,1,Web,T08,Cancelled,
R4740,G4740,11-07-2025 18:46,8,Kiosk,T16,Confirmed,11-07-2025 18:44
R4741,G4741,11-07-2025 19:17,2,Web,T19,Confirmed,11-07-2025 19:15
R4742,G4742,11-07-2025 21:22,1,Kiosk,T20,Confirmed,11-07-2025 21:18
R4743,G4743,11-07-2025 19:38,1,Web,T20,Confirmed,11-07-2025 19:35
R4744,G4744,11-07-2025 18:53,3,App,T08,Confirmed,11-07-2025 18:46
R4745,G4745,11-07-2025 19:12,9,Web,T14,Confirmed,11-07-2025 19:10
R4746,G4746,11-07-2025 18:29,5,App,T05,Confirmed,11-07-2025 18:24
R4747,G4747,11-07-2025 21:31,7,Kiosk,T18,Confirmed,11-07-2025 21:29
R4748,G4748,11-07-2025 19:00,2,Phone,T13,Confirmed,11-07-2025 18:51
R4749,G4749,11-07-2025 21:35,9,Web,T03,Confirmed,11-07-2025 21:34
R4750,G4750,11-07-2025 19:33,8,Phone,T06,No-Show,
R4751,G4751,11-07-2025 20:10,7,Web,T09,No-Show,
R4752,G4752,11-07-2025 19:49,3,Web,T05,No-Show,
R4753,G4753,11-07-2025 21:18,9,Web,T15,Confirmed,11-07-2025 21:18
R4754,G4754,11-07-2025 19:48,7,Kiosk,T01,Confirmed,11-07-2025 19:47
R4755,G4755,11-07-2025 20:39,6,App,T11,Confirmed,11-07-2025 20:31
R4756,G4756,11-07-2025 21:22,8,App,T06,Confirmed,11-07-2025 21:22
R4757,G4757,11-07-2025 21:55,4,Web,T19,Confirmed,11-07-2025 21:52
R4758,G4758,11-07-2025 21:50,6,Web,T17,Cancelled,
R4759,G4759,11-07-2025 20:38,1,Web,T09,Confirmed,11-07-2025 20:37
R4760,G4760,11-07-2025 21:25,6,Web,T07,Confirmed,11-07-2025 21:15
R4761,G4761,11-07-2025 21:34,3,Web,T09,Confirmed,11-07-2025 21:34
R4762,G4762,11-07-2025 21:17,4,App,T02,Confirmed,11-07-2025 21:07
R4763,G4763,11-07-2025 21:47,8,Kiosk,T18,Confirmed,11-07-2025 21:42
R4764,G4764,11-07-2025 19:03,4,App,T08,Confirmed,11-07-2025 19:01
R4765,G4765,11-07-2025 19:58,8,Phone,T03,No-Show,
R4766,G4766,11-07-2025 18:36,1,Kiosk,T10,Confirmed,11-07-2025 18:30
R4767,G4767,11-07-2025 18:52,10,Kiosk,T05,Cancelled,
R4768,G4768,11-07-2025 19:28,6,Kiosk,T15,Confirmed,11-07-2025 19:21
R4769,G4769,11-07-2025 18:24,8,App,T04,Confirmed,11-07-2025 18:24
R4770,G4770,11-07-2025 18:46,6,App,T10,Cancelled,
R4771,G4771,11-07-2025 19:50,4,Kiosk,T16,Confirmed,11-07-2025 19:46
R4772,G4772,11-07-2025 20:14,1,Kiosk,T16,Confirmed,11-07-2025 20:11
R4773,G4773,11-07-2025 19:12,10,App,T12,No-Show,
R4774,G4774,11-07-2025 21:28,3,Kiosk,T10,Confirmed,11-07-2025 21:28
R4775,G4775,11-07-2025 19:57,6,Web,T04,Confirmed,11-07-2025 19:48
R4776,G4776,11-07-2025 19:50,8,App,T12,Confirmed,11-07-2025 19:45
R4777,G4777,11-07-2025 20:41,1,Kiosk,T02,Confirmed,11-07-2025 20:36
R4778,G4778,11-07-2025 20:19,5,Web,T01,Confirmed,11-07-2025 20:16
R4779,G4779,11-07-2025 18:11,4,Web,T10,Confirmed,11-07-2025 18:02
R4780,G4780,11-07-2025 19:28,1,Kiosk,T07,Confirmed,11-07-2025 19:27
R4781,G4781,11-07-2025 18:06,5,Kiosk,T08,Confirmed,11-07-2025 18:04
R4782,G4782,11-07-2025 20:12,4,Kiosk,T12,No-Show,
R4783,G4783,11-07-2025 18:00,9,Kiosk,T16,No-Show,
R4784,G4784,11-07-2025 21:26,6,App,T04,Confirmed,11-07-2025 21:22
R4785,G4785,11-07-2025 19:49,2,Web,T09,Confirmed,11-07-2025 19:44
R4786,G4786,11-07-2025 21:40,7,Web,T19,Confirmed,11-07-2025 21:36
R4787,G4787,11-07-2025 19:56,2,Phone,T08,No-Show,
R4788,G4788,11-07-2025 19:40,8,Phone,T06,Confirmed,11-07-2025 19:37
R4789,G4789,11-07-2025 19:27,1,App,T04,Confirmed,11-07-2025 19:27
R4790,G4790,11-07-2025 21:11,10,Phone,T02,Confirmed,11-07-2025 21:05
R4791,G4791,11-07-2025 20:54,3,App,T04,Confirmed,11-07-2025 20:53
R4792,G4792,11-07-2025 21:59,9,Web,T17,No-Show,
R4793,G4793,11-07-2025 20:54,4,App,T12,Confirmed,11-07-2025 20:48
R4794,G4794,11-07-2025 19:48,8,App,T07,Confirmed,11-07-2025 19:45
R4795,G4795,11-07-2025 21:57,7,Kiosk,T16,No-Show,
R4796,G4796,11-07-2025 21:11,10,Phone,T16,Confirmed,11-07-2025 21:01
R4797,G4797,11-07-2025 21:14,6,Phone,T10,Confirmed,11-07-2025 21:11
R4798,G4798,11-07-2025 21:09,9,App,T02,Confirmed,11-07-2025 21:03
R4799,G4799,11-07-2025 21:40,1,Phone,T15,No-Show,
R4800,G4800,11-07-2025 19:59,2,Web,T14,No-Show,
R4801,G4801,11-07-2025 21:28,4,Kiosk,T14,Confirmed,11-07-2025 21:25
R4802,G4802,11-07-2025 20:19,8,App,T11,Confirmed,11-07-2025 20:13
R4803,G4803,11-07-2025 18:06,7,Web,T06,Confirmed,11-07-2025 18:00
R4804,G4804,11-07-2025 21:30,3,Web,T10,Confirmed,11-07-2025 21:24
R4805,G4805,11-07-2025 18:18,6,App,T07,No-Show,
R4806,G4806,11-07-2025 18:41,4,App,T11,Confirmed,11-07-2025 18:39
R4807,G4807,11-07-2025 19:25,7,Web,T10,Confirmed,11-07-2025 19:17
R4808,G4808,11-07-2025 18:37,9,App,T03,Confirmed,11-07-2025 18:33
R4809,G4809,11-07-2025 18:13,8,App,T09,Confirmed,11-07-2025 18:12
R4810,G4810,11-07-2025 21:47,8,Phone,T16,Confirmed,11-07-2025 21:44
R4811,G4811,11-07-2025 20:28,7,App,T19,Confirmed,11-07-2025 20:25
R4812,G4812,11-07-2025 21:58,5,Phone,T19,No-Show,
R4813,G4813,11-07-2025 19:06,9,Web,T02,No-Show,
R4814,G4814,11-07-2025 21:27,5,Kiosk,T04,Confirmed,11-07-2025 21:23
R4815,G4815,11-07-2025 20:54,6,Phone,T16,Cancelled,
R4816,G4816,11-07-2025 19:28,8,Phone,T05,Confirmed,11-07-2025 19:26
R4817,G4817,11-07-2025 20:09,8,Phone,T10,Confirmed,11-07-2025 20:09
R4818,G4818,11-07-2025 20:45,9,App,T04,No-Show,
R4819,G4819,11-07-2025 19:47,10,App,T04,Confirmed,11-07-2025 19:41
R4820,G4820,11-07-2025 21:24,1,Kiosk,T10,Cancelled,
R4821,G4821,11-07-2025 18:44,10,Kiosk,T19,Confirmed,11-07-2025 18:34
R4822,G4822,11-07-2025 18:40,7,Kiosk,T09,Confirmed,11-07-2025 18:40
R4823,G4823,11-07-2025 21:39,4,App,T11,Confirmed,11-07-2025 21:30
R4824,G4824,11-07-2025 20:59,4,Web,T05,Confirmed,11-07-2025 20:55
R4825,G4825,11-07-2025 21:08,10,Web,T14,Confirmed,11-07-2025 21:04
R4826,G4826,11-07-2025 18:22,4,Kiosk,T12,No-Show,
R4827,G4827,11-07-2025 21:57,10,App,T07,Confirmed,11-07-2025 21:52
R4828,G4828,11-07-2025 21:27,8,Web,T08,No-Show,
R4829,G4829,11-07-2025 19:04,7,Web,T08,Cancelled,
R4830,G4830,11-07-2025 18:32,10,Web,T03,Confirmed,11-07-2025 18:32
R4831,G4831,11-07-2025 18:20,9,App,T08,Confirmed,11-07-2025 18:18
R4832,G4832,11-07-2025 19:53,10,Phone,T18,Confirmed,11-07-2025 19:45
R4833,G4833,11-07-2025 21:28,10,App,T02,No-Show,
R4834,G4834,11-07-2025 19:34,4,Kiosk,T12,Confirmed,11-07-2025 19:34
R4835,G4835,11-07-2025 21:59,9,Web,T19,Confirmed,11-07-2025 21:58
R4836,G4836,11-07-2025 21:50,3,Kiosk,T14,Confirmed,11-07-2025 21:42
R4837,G4837,11-07-2025 18:50,6,Web,T15,Confirmed,11-07-2025 18:44
R4838,G4838,11-07-2025 20:50,4,Phone,T09,Confirmed,11-07-2025 20:46
R4839,G4839,11-07-2025 19:42,6,Phone,T13,Confirmed,11-07-2025 19:41
R4840,G4840,11-07-2025 20:08,2,Web,T15,Confirmed,11-07-2025 20:05
R4841,G4841,11-07-2025 21:14,5,Kiosk,T11,No-Show,
R4842,G4842,11-07-2025 20:13,5,Kiosk,T09,Confirmed,11-07-2025 20:07
R4843,G4843,11-07-2025 20:54,4,Web,T05,Confirmed,11-07-2025 20:47
R4844,G4844,11-07-2025 18:41,4,Web,T03,Confirmed,11-07-2025 18:35
R4845,G4845,11-07-2025 19:28,3,App,T13,Confirmed,11-07-2025 19:24
R4846,G4846,11-07-2025 19:44,6,Kiosk,T02,No-Show,
R4847,G4847,11-07-2025 18:59,7,Kiosk,T16,Confirmed,11-07-2025 18:52
R4848,G4848,11-07-2025 21:04,3,Phone,T02,Confirmed,11-07-2025 21:04
R4849,G4849,11-07-2025 20:35,10,Phone,T18,Confirmed,11-07-2025 20:34
R4850,G4850,11-07-2025 20:21,4,Web,T16,Confirmed,11-07-2025 20:13
R4851,G4851,11-07-2025 18:23,8,Kiosk,T12,Confirmed,11-07-2025 18:16
R4852,G4852,11-07-2025 18:23,10,App,T06,Confirmed,11-07-2025 18:15
R4853,G4853,11-07-2025 20:07,1,Kiosk,T05,Confirmed,11-07-2025 20:01
R4854,G4854,11-07-2025 19:10,5,App,T08,Confirmed,11-07-2025 19:07
R4855,G4855,11-07-2025 18:08,3,App,T18,No-Show,
R4856,G4856,11-07-2025 19:47,9,Kiosk,T18,Confirmed,11-07-2025 19:42
R4857,G4857,11-07-2025 19:46,3,Web,T15,Confirmed,11-07-2025 19:43
R4858,G4858,11-07-2025 18:29,7,Web,T09,Confirmed,11-07-2025 18:23
R4859,G4859,11-07-2025 20:00,3,Phone,T18,Confirmed,11-07-2025 19:55
R4860,G4860,11-07-2025 21:01,8,Kiosk,T10,Confirmed,11-07-2025 20:51
R4861,G4861,11-07-2025 21:30,9,Web,T14,Cancelled,
R4862,G4862,11-07-2025 20:38,9,Kiosk,T08,Confirmed,11-07-2025 20:35
R4863,G4863,11-07-2025 21:29,9,Phone,T19,No-Show,
R4864,G4864,11-07-2025 18:18,10,App,T18,Confirmed,11-07-2025 18:16
R4865,G4865,11-07-2025 22:00,5,Kiosk,T19,Confirmed,11-07-2025 22:00
R4866,G4866,11-07-2025 19:26,8,Web,T05,Confirmed,11-07-2025 19:19
R4867,G4867,11-07-2025 19:31,5,Phone,T14,No-Show,
R4868,G4868,11-07-2025 21:08,2,Kiosk,T20,Confirmed,11-07-2025 20:58
R4869,G4869,11-07-2025 18:11,6,App,T10,Confirmed,11-07-2025 18:03
R4870,G4870,11-07-2025 20:47,3,Phone,T12,No-Show,
R4871,G4871,11-07-2025 18:22,8,Kiosk,T16,Confirmed,11-07-2025 18:14
R4872,G4872,11-07-2025 18:03,1,App,T05,Confirmed,11-07-2025 18:02
R4873,G4873,11-07-2025 19:44,10,App,T20,Confirmed,11-07-2025 19:42
R4874,G4874,11-07-2025 20:35,3,Kiosk,T15,Confirmed,11-07-2025 20:29
R4875,G4875,11-07-2025 18:32,2,Phone,T14,No-Show,
R4876,G4876,11-07-2025 20:42,3,Web,T05,Confirmed,11-07-2025 20:34
R4877,G4877,11-07-2025 21:05,6,Phone,T14,Confirmed,11-07-2025 20:57
R4878,G4878,11-07-2025 18:12,8,App,T08,No-Show,
R4879,G4879,11-07-2025 18:48,10,Kiosk,T19,Confirmed,11-07-2025 18:41
R4880,G4880,11-07-2025 20:33,5,Web,T06,Confirmed,11-07-2025 20:30
R4881,G4881,11-07-2025 20:01,7,Web,T05,Confirmed,11-07-2025 19:53
R4882,G4882,11-07-2025 18:13,6,Phone,T03,Confirmed,11-07-2025 18:12
R4883,G4883,11-07-2025 20:04,1,App,T19,Confirmed,11-07-2025 20:04
R4884,G4884,11-07-2025 21:14,10,Kiosk,T11,Confirmed,11-07-2025 21:04
R4885,G4885,11-07-2025 20:11,4,App,T19,Cancelled,
R4886,G4886,11-07-2025 21:56,9,Phone,T17,Confirmed,11-07-2025 21:55
R4887,G4887,11-07-2025 19:25,10,Web,T14,Confirmed,11-07-2025 19:25
R4888,G4888,11-07-2025 18:28,9,App,T16,Confirmed,11-07-2025 18:23
R4889,G4889,11-07-2025 21:39,9,Phone,T07,Confirmed,11-07-2025 21:34
R4890,G4890,11-07-2025 21:57,4,Kiosk,T18,Cancelled,
R4891,G4891,11-07-2025 20:15,9,Web,T15,No-Show,
R4892,G4892,11-07-2025 18:32,5,Phone,T01,Confirmed,11-07-2025 18:32
R4893,G4893,11-07-2025 18:05,4,App,T03,Confirmed,11-07-2025 18:01
R4894,G4894,11-07-2025 19:52,8,App,T19,Confirmed,11-07-2025 19:44
R4895,G4895,11-07-2025 21:05,7,Phone,T01,No-Show,
R4896,G4896,11-07-2025 19:56,2,Web,T14,Confirmed,11-07-2025 19:54
R4897,G4897,11-07-2025 18:07,6,Kiosk,T09,Confirmed,11-07-2025 18:07
R4898,G4898,11-07-2025 21:33,9,Phone,T05,Confirmed,11-07-2025 21:33
R4899,G4899,11-07-2025 19:35,10,Web,T11,No-Show,
R4900,G4900,11-07-2025 21:28,7,Web,T09,Confirmed,11-07-2025 21:24
R4901,G4901,11-07-2025 21:14,7,Kiosk,T15,Confirmed,11-07-2025 21:13
R4902,G4902,11-07-2025 21:35,5,Kiosk,T10,Confirmed,11-07-2025 21:27
R4903,G4903,11-07-2025 19:33,4,Kiosk,T02,No-Show,
R4904,G4904,11-07-2025 20:13,1,Kiosk,T10,Confirmed,11-07-2025 20:09
R4905,G4905,11-07-2025 18:15,4,Kiosk,T01,Confirmed,11-07-2025 18:06
R4906,G4906,11-07-2025 18:51,5,App,T10,Confirmed,11-07-2025 18:47
R4907,G4907,11-07-2025 18:24,3,Phone,T17,Confirmed,11-07-2025 18:22
R4908,G4908,11-07-2025 18:15,9,Web,T09,Confirmed,11-07-2025 18:06
R4909,G4909,11-07-2025 20:19,8,Kiosk,T11,Confirmed,11-07-2025 20:12
R4910,G4910,11-07-2025 21:58,3,Kiosk,T15,Confirmed,11-07-2025 21:53
R4911,G4911,11-07-2025 21:54,8,Phone,T09,Confirmed,11-07-2025 21:45
R4912,G4912,11-07-2025 20:21,4,App,T12,Confirmed,11-07-2025 20:18
R4913,G4913,11-07-2025 20:44,8,Phone,T18,Confirmed,11-07-2025 20:40
R4914,G4914,11-07-2025 19:40,5,App,T18,Confirmed,11-07-2025 19:36
R4915,G4915,11-07-2025 18:14,5,Kiosk,T05,No-Show,
R4916,G4916,11-07-2025 19:13,5,Phone,T14,No-Show,
R4917,G4917,11-07-2025 18:57,3,App,T12,Confirmed,11-07-2025 18:48
R4918,G4918,11-07-2025 20:26,3,Phone,T05,Confirmed,11-07-2025 20:24
R4919,G4919,11-07-2025 18:52,8,Web,T09,Confirmed,11-07-2025 18:49
R4920,G4920,11-07-2025 20:14,3,Phone,T12,Confirmed,11-07-2025 20:09
R4921,G4921,11-07-2025 20:25,8,Phone,T20,No-Show,
R4922,G4922,11-07-2025 19:34,7,Kiosk,T02,No-Show,
R4923,G4923,11-07-2025 19:30,8,Web,T09,Confirmed,11-07-2025 19:21
R4924,G4924,11-07-2025 20:01,6,Phone,T15,No-Show,
R4925,G4925,11-07-2025 20:05,6,Phone,T20,Confirmed,11-07-2025 19:58
R4926,G4926,11-07-2025 20:58,5,Phone,T07,Confirmed,11-07-2025 20:50
R4927,G4927,11-07-2025 18:45,1,App,T20,No-Show,
R4928,G4928,11-07-2025 19:38,10,Phone,T05,Confirmed,11-07-2025 19:29
R4929,G4929,11-07-2025 18:14,4,Phone,T03,No-Show,
R4930,G4930,11-07-2025 21:26,5,Kiosk,T16,No-Show,
R4931,G4931,11-07-2025 21:04,3,Kiosk,T11,Confirmed,11-07-2025 20:55
R4932,G4932,11-07-2025 20:06,7,Kiosk,T18,Confirmed,11-07-2025 20:06
R4933,G4933,11-07-2025 19:03,4,Phone,T02,Confirmed,11-07-2025 18:54
R4934,G4934,11-07-2025 20:19,9,Phone,T04,No-Show,
R4935,G4935,11-07-2025 19:04,9,Kiosk,T18,Confirmed,11-07-2025 19:01
R4936,G4936,11-07-2025 18:27,1,Phone,T18,Confirmed,11-07-2025 18:25
R4937,G4937,11-07-2025 19:56,4,Web,T06,No-Show,
R4938,G4938,11-07-2025 20:15,3,Kiosk,T01,Cancelled,
R4939,G4939,11-07-2025 18:21,3,Kiosk,T15,Confirmed,11-07-2025 18:19
R4940,G4940,11-07-2025 21:12,4,Web,T06,Confirmed,11-07-2025 21:12
R4941,G4941,11-07-2025 20:21,10,Web,T07,Confirmed,11-07-2025 20:18
R4942,G4942,11-07-2025 21:17,10,Kiosk,T13,Cancelled,
R4943,G4943,11-07-2025 19:48,2,Phone,T15,Confirmed,11-07-2025 19:45
R4944,G4944,11-07-2025 21:05,7,Web,T15,Cancelled,
R4945,G4945,11-07-2025 20:12,8,App,T04,Confirmed,11-07-2025 20:07
R4946,G4946,11-07-2025 19:19,3,Phone,T11,Confirmed,11-07-2025 19:09
R4947,G4947,11-07-2025 19:37,3,Kiosk,T16,Confirmed,11-07-2025 19:34
R4948,G4948,11-07-2025 18:41,8,Kiosk,T06,Confirmed,11-07-2025 18:31
R4949,G4949,11-07-2025 19:11,6,App,T19,Confirmed,11-07-2025 19:04
R4950,G4950,11-07-2025 19:44,5,App,T18,Confirmed,11-07-2025 19:34
R4951,G4951,11-07-2025 18:51,9,Kiosk,T06,Confirmed,11-07-2025 18:47
R4952,G4952,11-07-2025 20:06,8,App,T04,Cancelled,
R4953,G4953,11-07-2025 19:30,5,Phone,T03,Cancelled,
R4954,G4954,11-07-2025 19:16,7,Web,T16,Confirmed,11-07-2025 19:08
R4955,G4955,11-07-2025 19:37,5,Web,T10,Confirmed,11-07-2025 19:36
R4956,G4956,11-07-2025 19:57,5,Web,T20,Confirmed,11-07-2025 19:54
R4957,G4957,11-07-2025 19:06,3,Phone,T08,Confirmed,11-07-2025 19:05
R4958,G4958,11-07-2025 18:22,1,Phone,T16,Confirmed,11-07-2025 18:12
R4959,G4959,11-07-2025 18:44,3,App,T16,Confirmed,11-07-2025 18:38
R4960,G4960,11-07-2025 20:37,7,Kiosk,T16,Confirmed,11-07-2025 20:29
R4961,G4961,11-07-2025 19:32,4,App,T08,No-Show,
R4962,G4962,11-07-2025 21:57,9,Kiosk,T03,Confirmed,11-07-2025 21:54
R4963,G4963,11-07-2025 18:58,5,Web,T20,Confirmed,11-07-2025 18:55
R4964,G4964,11-07-2025 19:12,3,Phone,T11,Confirmed,11-07-2025 19:06
R4965,G4965,11-07-2025 18:16,10,Kiosk,T06,Confirmed,11-07-2025 18:10
R4966,G4966,11-07-2025 20:02,5,Web,T06,Confirmed,11-07-2025 19:57
R4967,G4967,11-07-2025 18:09,8,Web,T14,Cancelled,
R4968,G4968,11-07-2025 20:50,6,App,T01,Cancelled,
R4969,G4969,11-07-2025 20:19,7,Phone,T20,Cancelled,
R4970,G4970,11-07-2025 21:56,1,Phone,T18,No-Show,
R4971,G4971,11-07-2025 21:39,8,Phone,T15,Confirmed,11-07-2025 21:29
R4972,G4972,11-07-2025 21:34,3,Kiosk,T03,Confirmed,11-07-2025 21:26
R4973,G4973,11-07-2025 20:36,4,App,T05,Confirmed,11-07-2025 20:35
R4974,G4974,11-07-2025 21:17,5,Web,T06,Confirmed,11-07-2025 21:13
R4975,G4975,11-07-2025 20:04,7,App,T14,No-Show,
R4976,G4976,11-07-2025 18:14,4,Kiosk,T02,Confirmed,11-07-2025 18:12
R4977,G4977,11-07-2025 18:07,8,App,T03,Cancelled,
R4978,G4978,11-07-2025 19:10,5,Kiosk,T14,Confirmed,11-07-2025 19:10
R4979,G4979,11-07-2025 19:28,8,Kiosk,T11,Confirmed,11-07-2025 19:21
R4980,G4980,11-07-2025 19:55,2,App,T11,Confirmed,11-07-2025 19:54
R4981,G4981,11-07-2025 19:39,6,Web,T03,Confirmed,11-07-2025 19:30
R4982,G4982,11-07-2025 19:15,10,App,T03,Confirmed,11-07-2025 19:12
R4983,G4983,11-07-2025 20:42,1,Web,T05,No-Show,
R4984,G4984,11-07-2025 20:38,9,Phone,T04,Confirmed,11-07-2025 20:33
R4985,G4985,11-07-2025 18:46,9,Web,T08,Confirmed,11-07-2025 18:45
R4986,G4986,11-07-2025 21:41,1,App,T12,Confirmed,11-07-2025 21:35
R4987,G4987,11-07-2025 19:59,9,Kiosk,T07,Confirmed,11-07-2025 19:56
R4988,G4988,11-07-2025 18:38,9,Kiosk,T09,Confirmed,11-07-2025 18:33
R4989,G4989,11-07-2025 19:08,10,Web,T16,No-Show,
R4990,G4990,11-07-2025 19:53,5,Phone,T06,Confirmed,11-07-2025 19:45
R4991,G4991,11-07-2025 20:41,9,Web,T07,Confirmed,11-07-2025 20:40
R4992,G4992,11-07-2025 18:58,3,Kiosk,T12,No-Show,
R4993,G4993,11-07-2025 19:38,3,Phone,T08,Confirmed,11-07-2025 19:31
R4994,G4994,11-07-2025 18:09,7,Web,T16,Confirmed,11-07-2025 18:06
R4995,G4995,11-07-2025 18:26,8,Kiosk,T05,Confirmed,11-07-2025 18:26
R4996,G4996,11-07-2025 19:51,6,Phone,T12,Confirmed,11-07-2025 19:50
R4997,G4997,11-07-2025 19:53,8,App,T10,No-Show,
R4998,G4998,11-07-2025 21:00,10,Kiosk,T07,Confirmed,11-07-2025 20:54
R4999,G4999,11-07-2025 21:22,10,Phone,T18,Confirmed,11-07-2025 21:17
R5000,G5000,11-07-2025 20:37,6,Phone,T14,Confirmed,11-07-2025 20:33
R5001,G5001,11-07-2025 19:01,4,Kiosk,T14,Confirmed,11-07-2025 18:58
R5002,G5002,11-07-2025 18:44,2,Web,T13,Cancelled,
R5003,G5003,11-07-2025 19:48,8,Kiosk,T10,Cancelled,
R5004,G5004,11-07-2025 21:01,6,App,T12,Confirmed,11-07-2025 20:59
R5005,G5005,11-07-2025 18:28,3,Phone,T04,Confirmed,11-07-2025 18:19
R5006,G5006,11-07-2025 21:07,9,Web,T14,Confirmed,11-07-2025 21:02
R5007,G5007,11-07-2025 21:52,4,App,T13,Confirmed,11-07-2025 21:52
R5008,G5008,11-07-2025 20:30,2,Kiosk,T17,Confirmed,11-07-2025 20:24
R5009,G5009,11-07-2025 18:50,10,Kiosk,T17,Confirmed,11-07-2025 18:45
R5010,G5010,11-07-2025 19:07,7,App,T06,Cancelled,
R5011,G5011,11-07-2025 20:33,4,App,T14,Confirmed,11-07-2025 20:27
R5012,G5012,11-07-2025 21:50,2,Kiosk,T14,Cancelled,
R5013,G5013,11-07-2025 20:21,9,Kiosk,T13,Confirmed,11-07-2025 20:16
R5014,G5014,11-07-2025 18:48,7,Kiosk,T08,Confirmed,11-07-2025 18:42
R5015,G5015,11-07-2025 18:54,10,Web,T11,No-Show,
R5016,G5016,11-07-2025 20:08,5,Kiosk,T06,No-Show,
R5017,G5017,11-07-2025 20:30,9,Phone,T10,No-Show,
R5018,G5018,11-07-2025 19:48,1,Phone,T13,Confirmed,11-07-2025 19:39
R5019,G5019,11-07-2025 21:38,4,Web,T17,No-Show,
R5020,G5020,11-07-2025 21:39,10,Kiosk,T11,Confirmed,11-07-2025 21:31
R5021,G5021,11-07-2025 19:47,8,Web,T07,Cancelled,
R5022,G5022,11-07-2025 20:14,4,Web,T07,Confirmed,11-07-2025 20:10
R5023,G5023,11-07-2025 21:53,10,App,T14,Confirmed,11-07-2025 21:44
R5024,G5024,11-07-2025 20:19,3,Kiosk,T03,No-Show,
R5025,G5025,11-07-2025 19:58,9,Phone,T12,Cancelled,
R5026,G5026,11-07-2025 20:08,6,Kiosk,T06,Confirmed,11-07-2025 20:03
R5027,G5027,11-07-2025 18:43,9,Web,T08,Confirmed,11-07-2025 18:41
R5028,G5028,11-07-2025 20:47,9,Kiosk,T16,Cancelled,
R5029,G5029,11-07-2025 21:01,7,App,T01,Confirmed,11-07-2025 21:00
R5030,G5030,11-07-2025 18:52,8,App,T19,No-Show,
R5031,G5031,11-07-2025 19:06,3,App,T11,Confirmed,11-07-2025 18:59
R5032,G5032,11-07-2025 20:50,6,Kiosk,T08,Cancelled,
R5033,G5033,11-07-2025 18:04,10,Web,T15,Confirmed,11-07-2025 18:00
R5034,G5034,11-07-2025 20:59,7,Web,T17,Confirmed,11-07-2025 20:58
R5035,G5035,11-07-2025 18:12,10,Kiosk,T18,Confirmed,11-07-2025 18:04
R5036,G5036,11-07-2025 18:58,9,Web,T07,Confirmed,11-07-2025 18:50
R5037,G5037,11-07-2025 20:31,5,Phone,T14,Cancelled,
R5038,G5038,11-07-2025 18:26,2,Kiosk,T14,Confirmed,11-07-2025 18:24
R5039,G5039,11-07-2025 20:38,10,Web,T01,No-Show,
R5040,G5040,11-07-2025 18:56,8,Web,T13,No-Show,
R5041,G5041,11-07-2025 20:06,3,Kiosk,T20,Confirmed,11-07-2025 20:04
R5042,G5042,11-07-2025 21:15,7,Kiosk,T05,Confirmed,11-07-2025 21:14
R5043,G5043,11-07-2025 19:50,7,Phone,T14,Confirmed,11-07-2025 19:49
